,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
42418,υλογενης,γενυς,Noun,υος,ες,"('ης', 'ες')","('υς', 'υος')"
42419,υλογραφος,γραφω,Verb,V,ον,"('ος', 'ον')",V
42420,υλοδρομος,δραμειν,Verb,V,ον,"('μος', 'ον')",V
42421,υλοδιαιτος,διαιτα,Noun,ης,ον,"('ιτος', 'ον')","('τα', 'ης')"
42423,υλοκουρος,κειρω,Verb,V,ου,"('ρος', 'ου')",V
42425,υλονομος,νεμω,Verb,V,ον,"('μος', 'ον')",V
42426,υλοσκοπος,σκοπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
42428,υλοτραφης,τρεφω,Verb,V,ες,"('ης', 'ες')",V
42429,υλοτομος,τεμνω,Verb,V,ον,"('μος', 'ον')",V
42431,υλοφαγος,φαγος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
42432,υλοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
42435,υλωρος,ωρα,Noun,ας,ου,"('ρος', 'ου')","('ρα', 'ας')"
42436,υλοκομος,κομη,Noun,ης,ον,"('μος', 'ον')","('η', 'ης')"
42437,υλοτομος,τεμνω,Verb,V,ον,"('μος', 'ον')",V
42438,υμεδαπος,-δαπος,Verb,V,ον,"('ος', 'ον')",V
42440,υμενοπτερος,πτερον,Noun,ου,ον,"('τερος', 'ον')","('ον', 'ου')"
42441,υμενοστρακος,οστρακον,Noun,ου,ον,"('ος', 'ον')","('ον', 'ου')"
42442,υμηνυμεναιος,υμεναιος,Noun,ου,ου,"('ιος', 'ου')","('ιος', 'ου')"
42443,υμναγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
42444,υμνογραφος,γραφω,Verb,V,ου,"('ος', 'ου')",V
42445,υμνοδοτειρα,δοτειρα,Adjective,ας,ας,"('ρα', 'ας')","('ρα', 'ας')"
42446,υμνοθετης,τιθημι,Verb,V,ου,"('ετης', 'ου')",V
42447,υμνολογος,λεγω,Verb,V,ον,"('ος', 'ον')",V
42448,υμνοποιος,ποιεω,Verb,V,ου,"('ιος', 'ου')",V
42449,υμνοπολος,πολεω,Verb,V,ον,"('λος', 'ον')",V
42450,υμνοτοκος,τικτω,Verb,V,ον,"('ος', 'ον')",V
42451,υμνωδος,αδω,Verb,V,ου,"('ος', 'ου')",V
42452,υννιμαχος,μαχομαι,Verb,V,ον,"('ος', 'ον')",V
42454,υομουσια,μουσα,Noun,ης,ας,"('σια', 'ας')","('σα', 'ης')"
42455,υοσκυαμος,κυαμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
42460,υπαγκωνιον,αγκων,Noun,ωνος,ου,"('ιον', 'ου')","('ων', 'ωνος')"
42462,υπαγρυπνος,αγρος,Noun,ου,ον,"('νος', 'ον')","('ρος', 'ου')"
42509,υπανθηρος,ανθηρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
42524,υπαξονιος,αξων,Noun,ονος,ον,"('ιος', 'ον')","('ων', 'ονος')"
42535,υπαργηεις,αργηεις,Adjective,ηεν,ηεν,"('εις', 'ηεν')","('εις', 'ηεν')"
42543,υπασπιδιος,ασπις,Noun,ιδος,ον,"('ιδιος', 'ον')","('ις', 'ιδος')"
42546,υπασωδης,ασωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
42550,υπαττικος,αττικως,Verb,V,ον,"('ος', 'ον')",V
42552,υπαυγης,αυγης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
42554,υπαυστηρος,αυστηρως,Verb,V,ον,"('ρος', 'ον')",V
42555,υπαυχμηεις,αυχμηεις,Adjective,εν,ηεν,"('εις', 'ηεν')","('εις', 'εν')"
42556,υπαυχενιος,αυχην,Noun,ενος,ον,"('ιος', 'ον')",
42560,υπαεριος,αεριος,Adjective,e,ον,"('ιος', 'ον')",
42562,υπαιθριος,αιθριος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42565,υπαιτιος,αιτια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
42566,υπαυχενον,αυχην,Noun,ενος,ου,"('ον', 'ου')",
42572,υπειραλιος,αλωιος,Adjective,ον,ον,"('λιος', 'ον')","('ιος', 'ον')"
42614,υπεκτροφη,εκτρεφω,Verb,V,ης,"('η', 'ης')",V
42637,υπεναντιος,ενατος,Adjective,ον,ον,"('ιος', 'ον')","('τος', 'ον')"
42662,υπεπιμερης,επιμεροτης,Noun,ητος,ες,"('ης', 'ες')","('της', 'ητος')"
42663,υπεπιμοριος,επιμοριοτης,Noun,ητος,ον,"('ιος', 'ον')","('της', 'ητος')"
42664,υπεπιτεταρτος,επιχαρτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
42665,υπεπιτριτος,επιτριπτος,Adjective,ον,ον,"('ιτος', 'ον')","('τος', 'ον')"
42668,υπεραγιοτης,αγνιτης,Adjective,ου,ητος,"('της', 'ητος')","('της', 'ου')"
42680,υπεραινετος,αινετος,Adjective,ον,ον,"('ετος', 'ον')","('ετος', 'ον')"
42683,υπεραιολιος,αιολιχος,Adjective,ον,ον,"('λιος', 'ον')","('ος', 'ον')"
42690,υπεραλκης,αλκη,Noun,ης,ες,"('ης', 'ες')","('η', 'ης')"
42696,υπεραναισχυντος,αναισχυντως,Verb,V,ον,"('τος', 'ον')",V
42702,υπερανορεος,ανορεος,Adjective,ον,ον,"('εος', 'ον')","('εος', 'ον')"
42709,υπεραποφατικος,αποφαινω,Verb,V,ον,"('ος', 'ον')",V
42712,υπερασθενης,ασθενης,Noun,ες,ες,"('ης', 'ες')","('ης', 'ες')"
42720,υπεραττικος,αττικως,Verb,V,ον,"('ος', 'ον')",V
42721,υπεραυγης,αυγη,Noun,ης,ες,"('ης', 'ες')","('η', 'ης')"
42728,υπεραης,αημι,Verb,V,ες,"('ης', 'ες')",V
42736,υπεργελοιος,γελοιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42739,υπερδεκαταλαντος,δεκα,Verb,V,ον,"('τος', 'ον')",V
42740,υπερδεης,δεος,Noun,e,ες,"('ης', 'ες')",
42750,υπερδεξιος,δεξιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42752,υπερδυναμος,δυναμαι,Verb,V,ον,"('μος', 'ον')",V
42753,υπερδωριος,δωρισμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
42778,υπερεξακισχιλιοι,εξακοσιοι,Adjective,α,α,,
42781,υπερεξηκοντετης,εξηκοντουτης,Adjective,ες,ες,"('ετης', 'ες')","('της', 'ες')"
42792,υπερευγενης,ευγενως,Verb,V,ες,"('ης', 'ες')",V
42797,υπερευθης,ερευθος,Noun,ου,ες,"('ης', 'ες')","('ος', 'ου')"
42800,υπερευτυχια,ευτυχια,Noun,ας,ας,"('ια', 'ας')","('ια', 'ας')"
42807,υπερευωνος,ευωνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
42809,υπερηφανοπαροινος,παροινος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
42811,υπερθαλασσιδιος,θαλασσα,Noun,ης,ον,"('ιδιος', 'ον')","('σα', 'ης')"
42821,υπερθαλασσος,θαλασσιος,Adjective,α,ον,"('ος', 'ον')","('σιος', 'α')"
42837,υπερκαταγελαστος,καταγελαστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
42839,υπερκατηφης,καυτης,Noun,ου,ες,"('ης', 'ες')","('της', 'ου')"
42841,υπερκαταληκτος,καταληγω,Verb,V,ον,"('τος', 'ον')",V
42853,υπερκορης,κορυς,Noun,υθος,ες,"('ης', 'ες')",
42854,υπερκορυφωσις,κορυφοω,Verb,V,εως,"('σις', 'εως')",V
42856,υπερκρατης,κρατος,Noun,e,ες,"('της', 'ες')",
42867,υπερκοσμιος,κοσμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
42872,υπερλαμπης,λαμπρως,Verb,V,ες,"('ης', 'ες')",V
42875,υπερλυδιος,λυδος,Adjective,ον,ον,"('ιος', 'ον')","('ος', 'ον')"
42884,υπερμιξολυδιος,μιξολυδιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42894,υπερνεφελος,νεφελη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
42895,υπερνοτιος,νοτος,Noun,ου,ον,"('ιος', 'ον')","('τος', 'ου')"
42904,υπεροπληεις,οπληεις,Adjective,ηεν,ηεν,"('εις', 'ηεν')","('εις', 'ηεν')"
42912,υπερουρανιος,ουρανος,Noun,ου,ον,"('ιος', 'ον')","('νος', 'ου')"
42914,υπερουριος,ουριος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42915,υπερουσιος,ουσια,Noun,ας,ον,"('σιος', 'ον')","('σια', 'ας')"
42916,υπερπαγης,παγος,Noun,ου,ες,"('ης', 'ες')","('ος', 'ου')"
42926,υπερπετης,πετομαι,Verb,V,ες,"('ετης', 'ες')",V
42931,υπερπλουσιος,πλουσιος,Adjective,ον,ον,"('σιος', 'ον')","('σιος', 'ον')"
42934,υπερπληρης,πληρης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
42935,υπερπνιγης,πνιγω,Verb,V,ες,"('ης', 'ες')",V
42952,υπερποντιος,ποντος,Noun,ου,ον,"('ιος', 'ον')","('τος', 'ου')"
42953,υπερπωρωσις,πωροω,Verb,V,εως,"('σις', 'εως')",V
42962,υπερσοφιστης,σοφιστης,Noun,ου,ου,"('της', 'ου')","('της', 'ου')"
42969,υπερσυντελικος,συντελικως,Verb,V,ον,"('ος', 'ον')",V
42970,υπερτελης,τελος,Verb,V,ες,"('ης', 'ες')",V
42971,υπερτετρακισχιλιοι,τετρακοσιοι,Adjective,α,α,,
42984,υπερτιμιος,τιμιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
42991,υπερφανης,φανως,Verb,V,ες,"('ης', 'ες')",V
43005,υπερφρυγιος,φρυγιλος,Noun,ου,ον,"('ιος', 'ον')","('λος', 'ου')"
43010,υπερφιαλος,d’autres,Verb,V,ον,"('λος', 'ον')",V
43015,υπερχειρια,χειρ,Noun,e,ας,"('ια', 'ας')",
43018,υπερχρηματος,χρημα,Noun,ατος,ον,"('τος', 'ον')","('α', 'ατος')"
43019,υπερχρονιος,χρονος,Noun,ου,ον,"('ιος', 'ον')","('νος', 'ου')"
43023,υπερωκεανιος,ωκεανος,Noun,ου,ον,"('ιος', 'ον')","('νος', 'ου')"
43024,υπερωμια,ωμος,Adjective,ον,ας,"('ια', 'ας')","('μος', 'ον')"
43050,υπερακριος,ακρα,Noun,ας,ον,"('ιος', 'ον')","('ρα', 'ας')"
43053,υπεραλπειος,αλπεις,Verb,V,ον,"('ειος', 'ον')",V
43054,υπερανθρωπος,ανθρωπος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
43058,υπεραστειος,αστειος,Adjective,ον,ον,"('ειος', 'ον')","('ειος', 'ον')"
43059,υπερατοπος,ατροπιος,Adjective,ον,ον,"('ος', 'ον')","('ιος', 'ον')"
43063,υπερεκκρισις,εκκρινω,Verb,V,εως,"('σις', 'εως')",V
43064,υπερελαφρος,ελαφρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43065,υπερενδοξος,ενδοτος,Adjective,ον,ον,"('ος', 'ον')","('τος', 'ον')"
43072,υπερημισυς,ημισυς,Adjective,υ,υ,"('υς', 'υ')","('υς', 'υ')"
43074,υπερηφανος,φαντος,Adjective,ον,ον,"('νος', 'ον')","('τος', 'ον')"
43079,υπερισχυρος,ισχυρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43081,υπεροριος,ορος,Noun,ου,ος,"('ιος', 'ος')","('ρος', 'ου')"
43083,υπερυπατος,υπατος,Noun,ου,ον,"('τος', 'ον')","('τος', 'ου')"
43084,υπερυψηλος,υψηλος,Adjective,ον,ον,"('ηλος', 'ον')","('ηλος', 'ον')"
43092,υπευδιος,ευδια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
43093,υπευθυνος,ευθυνη,Verb,V,ον,"('νος', 'ον')",V
43094,υπηματιος,ημαρ,Noun,e,α,"('ιος', 'α')",
43096,υπηνεμιος,ανεμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
43098,υπηοιος,ηως,Noun,e,ον,"('ιος', 'ον')",
43100,υπηρετης,ερεσσω,Verb,V,ου,"('ετης', 'ου')",V
43103,υπηωος,ηωος,Adjective,ον,ωον,,"('ος', 'ον')"
43106,υπναπατης,απαταω,Verb,V,ου,"('της', 'ου')",V
43107,υπνοδοτειρα,δοτειρα,Adjective,ας,ας,"('ρα', 'ας')","('ρα', 'ας')"
43111,υπνοποιος,ποιεω,Verb,V,ον,"('ιος', 'ον')",V
43112,υπνοτραπεζος,τραπεζα,Noun,ης,ου,"('ος', 'ου')","('α', 'ης')"
43113,υπνοφανης,φαινομαι,Verb,V,ες,"('ης', 'ες')",V
43114,υπνοφορος,φερω,Verb,V,ον,"('ρος', 'ον')",V
43118,υπογαστριδιον,γαστριδιον,Noun,ου,ου,"('ιον', 'ου')","('ιον', 'ου')"
43120,υπογαστρις,γαστρις,Adjective,ιδος,ιδος,"('ις', 'ιδος')","('ις', 'ιδος')"
43127,υπογλουτις,γλουτος,Noun,ου,ιδος,"('τις', 'ιδος')","('τος', 'ου')"
43133,υπογραμματευς,γραμματευς,Noun,εως,εως,"('ευς', 'εως')","('ευς', 'εως')"
43137,υπογρυπος,γρυπος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43140,υπογαμιον,γαμος,Noun,ου,ου,"('ιον', 'ου')","('μος', 'ου')"
43141,υπογαστερος,γαστροιις,Adjective,ιδος,ον,"('τερος', 'ον')","('ις', 'ιδος')"
43142,υπογαστριος,γαστηρ,Noun,e,ον,"('ιος', 'ον')",
43151,υποδερμις,δερμα,Noun,ατος,ιδος,"('ις', 'ιδος')","('α', 'ατος')"
43152,υποδερις,δερη,Noun,ης,ιδος,"('ις', 'ιδος')","('η', 'ης')"
43155,υποδειελος,δεελος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43158,υποδηματοποιος,ποιεω,Verb,V,ου,"('ιος', 'ου')",V
43159,υποδηματορραφος,ραπτω,Verb,V,ου,"('ος', 'ου')",V
43165,υποδιαστολη,διαστολη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
43172,υποδιδασκαλος,διδασκαλος,Adjective,ου,ου,"('λος', 'ου')","('λος', 'ου')"
43179,υποδιαφορος,διαφορος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43180,υποδιηγησις,διηγησις,Noun,εως,εως,"('σις', 'εως')","('σις', 'εως')"
43181,υποδμως,δμως,Noun,e,ωος,,
43201,υποδιφθερος,διφθερα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
43202,υποδιψιος,διψα,Noun,ης,ον,"('ιος', 'ον')","('α', 'ης')"
43204,υποδυσκολος,δυσκολως,Verb,V,ον,"('λος', 'ον')",V
43205,υποδυσφορος,δυσφορητος,Adjective,ον,ον,"('ρος', 'ον')","('τος', 'ον')"
43207,υποδωριος,δωρισμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
43210,υποεπιμερης,επιμεροτης,Noun,ητος,ες,"('ης', 'ες')","('της', 'ητος')"
43211,υποεπιμοριος,επιμοριοτης,Noun,ητος,ον,"('ιος', 'ον')","('της', 'ητος')"
43212,υποεργος,ερως,Noun,ωτος,ον,"('ος', 'ον')","('ως', 'ωτος')"
43220,υποζακορος,ζακχος,Noun,ου,ου,"('ρος', 'ου')","('ος', 'ου')"
43222,υποζυγιος,ζυγον,Noun,ου,ος,"('ιος', 'ος')","('ον', 'ου')"
43237,υποθρονιον,θρονος,Noun,ου,ου,"('ιον', 'ου')","('νος', 'ου')"
43248,υποθηριον,θηριον,Noun,ου,ου,"('ιον', 'ου')","('ιον', 'ου')"
43249,υποιδαλεος,οιδαλεος,Adjective,ον,ον,"('εος', 'ον')","('εος', 'ον')"
43284,υποκερχαλεος,κερχαλεος,Adjective,ον,ον,"('εος', 'ον')","('εος', 'ον')"
43285,υποκεφαλαιον,κεφαλη,Noun,ης,ου,"('ιον', 'ου')","('η', 'ης')"
43305,υποκοιλις,κοιλος,Adjective,ον,ιδος,"('ις', 'ιδος')","('λος', 'ον')"
43326,υποκυανεος,κυνεος,Adjective,ον,ον,"('εος', 'ον')","('εος', 'ον')"
43330,υποκαπηλος,καπηλος,Noun,ου,ου,"('ηλος', 'ου')","('ηλος', 'ου')"
43332,υποκαρδιος,καρδια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
43333,υποκαρπιος,καρπος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43339,υποκινδυνος,κινδυνος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
43342,υποκολπιος,κολπος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43346,υποκωλιον,κωλον,Noun,ου,ου,"('ιον', 'ου')","('ον', 'ου')"
43353,υπολειτουργος,λειτουργος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
43354,υπολεπτολογος,λεπτουργος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43363,υπολιμωδης,λιμωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43370,υπολοχαγος,λοχαγετης,Noun,ου,ου,"('ος', 'ου')","('ετης', 'ου')"
43373,υπολαπαρος,λαπαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43375,υπολεθριος,ολεθριος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
43378,υπολιζων,ολιζων,Noun,ωνος,ον,"('ων', 'ον')","('ων', 'ωνος')"
43379,υπολιπαρος,λιπαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43380,υπολυδιος,λυδος,Adjective,ον,ον,"('ιος', 'ον')","('ος', 'ον')"
43382,υπολυριος,λυρα,Noun,ας,ον,"('ιος', 'ον')","('ρα', 'ας')"
43391,υπομελανδρυωδης,μελανδρυον,Noun,ου,ες,"('ης', 'ες')","('ον', 'ου')"
43394,υπομεμψιμοιρος,μεμψιμοιρια,Noun,ας,ον,"('ρος', 'ον')","('ια', 'ας')"
43395,υπομερισμος,μεριζω,Verb,V,ου,"('μος', 'ου')",V
43401,υπομνηματογραφος,γραφω,Verb,V,ου,"('ος', 'ου')",V
43410,υπομαζιος,μαζος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43411,υπομαλακος,μαλακος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43412,υπομασθιος,μασθος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43417,υπομηλινος,μηλινος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43418,υπομητριος,μητρα,Noun,ας,ον,"('ιος', 'ον')","('ρα', 'ας')"
43420,υπομοχθηρος,μοχθηρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43421,υπομοχλιον,μοχλος,Noun,ου,ου,"('ιον', 'ου')","('λος', 'ου')"
43423,υπομυσαρος,μυσαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43426,υπονεφελη,νεφελη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
43429,υπονειδιστος,ονειδιζω,Verb,V,ον,"('στος', 'ον')",V
43433,υπονιτρωδης,νιτρωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43441,υπονωθης,νωθως,Verb,V,ες,"('ης', 'ες')",V
43444,υπονεφελος,νεφελη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
43455,υποξυριος,ξυρον,Noun,ου,ον,"('ιος', 'ον')","('ον', 'ου')"
43483,υποπλαγιος,πλαγιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
43489,υποποδισμος,ποδιζω,Verb,V,ου,"('μος', 'ου')",V
43491,υποπολιτικος,πολιτικως,Verb,V,ον,"('ος', 'ον')",V
43492,υποπολλαπλασιεπιμερης,πολλαπλασιωσις,Noun,εως,ες,"('ης', 'ες')","('σις', 'εως')"
43493,υποπολλαπλασιεπιμοριος,πολλαπλασιασμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
43497,υποποικιλος,ποικιλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43506,υποπροσθεσις,προσθεσις,Noun,εως,εως,"('σις', 'εως')","('σις', 'εως')"
43507,υποπτερνις,πτερνα,Noun,ης,ιδος,"('ις', 'ιδος')","('α', 'ης')"
43508,υποπτεριδιος,πτερινος,Adjective,ον,ον,"('ιδιος', 'ον')","('νος', 'ον')"
43515,υποπυθμιδιος,πυθμενικος,Adjective,ον,ον,"('ιδιος', 'ον')","('ος', 'ον')"
43519,υποπαρθενος,παρθενος,Noun,ου,ου,"('νος', 'ου')","('νος', 'ου')"
43521,υποπελιδνος,πελιδνος,Adjective,ον,ον,"('νος', 'ον')","('νος', 'ον')"
43522,υποπελιος,πελιος,Adjective,ον,ον,"('λιος', 'ον')","('λιος', 'ον')"
43524,υποπεπων,πεπων,Noun,ον,ον,"('ων', 'ον')","('ων', 'ον')"
43528,υποπιμελος,πιμελη,Noun,ης,ον,"('λος', 'ον')","('η', 'ης')"
43534,υποπολιος,πολιος,Adjective,ον,ον,"('λιος', 'ον')","('λιος', 'ον')"
43536,υποπορφυρος,πορφυρα,Noun,ας,ον,"('ρος', 'ον')","('ρα', 'ας')"
43552,υπορροφιος,ρροφιος,Verb,V,ον,"('ιος', 'ον')",V
43561,υποσεληνιος,σελινινος,Adjective,ον,ον,"('ιος', 'ον')","('νος', 'ον')"
43562,υποσειραιος,σειραιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
43570,υποσκαφισμος,σκαφις,Noun,ιδος,ου,"('μος', 'ου')","('ις', 'ιδος')"
43571,υποσκαφιοκαρτος,σκαφιον,Noun,ου,ον,"('τος', 'ον')","('ιον', 'ου')"
43579,υποσκυφισμος,σκ,Verb,V,ου,"('μος', 'ου')",V
43583,υποσκηνιον,σκηνη,Noun,ης,ου,"('ιον', 'ου')","('η', 'ης')"
43584,υποσκολιος,σκολιος,Adjective,ον,ον,"('λιος', 'ον')","('λιος', 'ον')"
43589,υποσπαδιας,σποδιας,Noun,αδος,ου,"('ας', 'ου')","('ας', 'αδος')"
43590,υποσπαθισμος,de υ,Verb,V,ου,"('μος', 'ου')",V
43593,υποσπειριδιον,σπειρα,Noun,ας,ου,"('ιον', 'ου')","('ρα', 'ας')"
43611,υποστρατηγος,στρατηγικος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
43613,υποστρογγυλος,στρογγυλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43619,υποστηλωμα,στηλοω,Verb,V,ατος,"('α', 'ατος')",V
43622,υποστομια,στομα,Noun,ατος,ων,"('ια', 'ων')","('α', 'ατος')"
43629,υποσυμμιγης,συμμιγης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43636,υποσφαγιον,σφαζω,Verb,V,ου,"('ιον', 'ου')",V
43637,υποσφαξ,σφαζω,Verb,V,αγος,,V
43643,υποσεληνος,σεληνη,Noun,ης,ον,"('νος', 'ον')","('η', 'ης')"
43644,υποσιδηρος,σιδηρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
43645,υποσολοικος,σολοικος,Adjective,ον,ον,"('ος', 'ον')","('ος', 'ον')"
43647,υποσυνθημα,συνθημα,Noun,ατος,ατος,"('α', 'ατος')","('α', 'ατος')"
43650,υποταρταριος,ταρταρος,Noun,ου,ον,"('ιος', 'ον')","('ρος', 'ου')"
43654,υποταινιος,ταινια,Noun,ας,ον,"('ιος', 'ον')","('ια', 'ας')"
43655,υποταυριον,ταυρος,Noun,ου,ου,"('ιον', 'ου')","('ρος', 'ου')"
43659,υποτελης,τελος,Verb,V,ες,"('ης', 'ες')",V
43660,υποτελις,τελος,Verb,V,ιδος,"('ις', 'ιδος')",V
43661,υποτετραμερης,τετραμερια,Noun,ας,ες,"('ης', 'ες')","('ια', 'ας')"
43662,υποτετραπλασιεπιτριτος,4,Verb,V,ον,"('ιτος', 'ον')",V
43663,υποτετραπλασιος,τετραπλασιος,Adjective,ον,ον,"('σιος', 'ον')","('σιος', 'ον')"
43664,υποτετραγωνος,τετραγωνικος,Adjective,ον,ον,"('νος', 'ον')","('ος', 'ον')"
43676,υποτραχηλιον,τραχηλος,Noun,ου,ου,"('ιον', 'ου')","('ηλος', 'ου')"
43679,υποτριμερης,τρομερος,Adjective,ον,ες,"('ης', 'ες')","('ρος', 'ον')"
43680,υποτριπλασιος,τριπλασιοτης,Noun,ητος,ον,"('σιος', 'ον')","('της', 'ητος')"
43681,υποτριορχης,τριχη,Verb,V,ου,"('ης', 'ου')",V
43693,υποτροχαλος,τροχαλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
43699,υποτυρις,τυρος,Noun,ου,ιδος,"('ις', 'ιδος')","('ρος', 'ου')"
43708,υποτιτθιος,τιτθος,Noun,ου,ον,"('ιος', 'ον')","('ος', 'ου')"
43711,υπουδαιος,ουδας,Noun,e,ον,"('ιος', 'ον')",
43712,υπουθατιος,ουθαρ,Noun,ατος,ον,"('ιος', 'ον')",
43713,υπουρανιος,ουρανος,Noun,ου,ον,"('ιος', 'ον')","('νος', 'ου')"
43716,υποφακωδης,φακωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43724,υποφθαλμιος,οφθαλμος,Noun,ου,ον,"('ιος', 'ον')","('μος', 'ου')"
43731,υποφλεγματωδης,φλεγματωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43739,υποφρυγιος,φρυγιλος,Noun,ου,ον,"('ιος', 'ον')","('λος', 'ου')"
43745,υποφητης,φημι,Verb,V,ου,"('ητης', 'ου')",V
43746,υποφητωρ,φητωρ,Verb,V,ορος,"('τωρ', 'ορος')",V
43747,υποφονια,φονος,Noun,ου,ων,"('ια', 'ων')","('νος', 'ου')"
43750,υποφητις,υποφαντιες bgk,Verb,V,ιδος,"('τις', 'ιδος')",V
43751,υποχαλινιδιος,χαλινος,Noun,ου,ον,"('ιδιος', 'ον')","('νος', 'ου')"
43759,υποχειριος,χειριος,Adjective,ον,ος,"('ιος', 'ος')","('ιος', 'ον')"
43762,υποχλωρομελας,μ,Adjective,μ,αν,,
43764,υποχοινικις,χοινικις,Noun,ιδος,ιδος,"('ις', 'ιδος')","('ις', 'ιδος')"
43765,υποχοιρις,χοιρος,Noun,ου,ιδος,"('ις', 'ιδος')","('ρος', 'ου')"
43776,υποχαλαρος,χαλαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43779,υποχονδριος,χονδρος,Adjective,ον,ον,"('ιος', 'ον')","('ρος', 'ον')"
43787,υποψωρωδης,ψωρωδης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
43788,υποψαθυρος,ψαθυρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43790,υποψαφαρος,ψαφαρος,Adjective,ον,ον,"('ρος', 'ον')","('ρος', 'ον')"
43795,υποιαστιος,ιαστιος,Adjective,ον,ον,"('ιος', 'ον')","('ιος', 'ον')"
43825,υπωλενιος,ωλενη,Noun,ης,ον,"('ιος', 'ον')","('η', 'ης')"
